IDS_TEXTCLIENT_INC_000001	Karte
IDS_TEXTCLIENT_INC_002892	Elementupgrade ist bereits in Verwendung für diesen Gegenstand. Du kannst nicht zwei Elemente aufrüsten. 
IDS_TEXTCLIENT_INC_002893	Ein andere Elementkarte ist bereits in Verwendung. 
IDS_TEXTCLIENT_INC_002894	Ausfühung trotz Elementkarte und Sprotectkarte nicht möglich, du musst diese erst registrieren.
IDS_TEXTCLIENT_INC_002895	Verwendest du Restat(STR) Low, so werden 50 Statuspunkte zurückgesetzt. Willst du fortfahren? 
IDS_TEXTCLIENT_INC_002896	Verwendest du Restat(STA) Low, so werden 50 Statuspunkte zurückgesetzt. Willst du fortfahren? 
IDS_TEXTCLIENT_INC_002897	Verwendest du Restat(DEX) Low, so werden 50 Statuspunkte zurückgesetzt. Willst du fortfahren? 
IDS_TEXTCLIENT_INC_002898	Verwendest du Restat(INT) Low, so werden 50 Statuspunkte zurückgesetzt. Willst du fortfahren? 
IDS_TEXTCLIENT_INC_002899	Willst du dein Sammelpet zu einem Buffpet aufwerten?
IDS_TEXTCLIENT_INC_002900	Transformation %s zum Buffpet erfolgreich. 
IDS_TEXTCLIENT_INC_002901	Sammelpet wurde nicht herbeigerufen. 
IDS_TEXTCLIENT_INC_002902	(Sammelpet)
IDS_TEXTCLIENT_INC_002903	(Aufzuchtpet)
IDS_TEXTCLIENT_INC_002904	(Buffpet)
IDS_TEXTCLIENT_INC_002905	Du hast %s blockiert.
IDS_TEXTCLIENT_INC_002906	Du hast %s aus der Liste der blockierten Kontakte entfernt.
IDS_TEXTCLIENT_INC_002907	Dieser Spieler ist bereits blockiert. 
IDS_TEXTCLIENT_INC_002908	Dieser Spieler befindet sich nicht in der Liste blockierter Kontakte. 
IDS_TEXTCLIENT_INC_002909	Die Liste blockierter Kontakte ist jetzt voll. Bitte organisiere diese um und versuch es wieder. 
IDS_TEXTCLIENT_INC_002910	(??)
IDS_TEXTCLIENT_INC_002911	Du benötigst % Mentorpunkte dazu. 
IDS_TEXTCLIENT_INC_002912	Sicheres Upgraden (Element)
IDS_TEXTCLIENT_INC_002913	Fortune Pouch Tausch
IDS_TEXTCLIENT_INC_002914	Ein frohes neues Jahr!\nHier kannst du mehrere Fortune pouches gegen ein Neujahrsgeschenk eintauschen. 
IDS_TEXTCLIENT_INC_002915	2000 Lucky pouch(2010) + 20 Million Penya ? Beauty Salon Coupon
IDS_TEXTCLIENT_INC_002916	2000 Lucky pouch(2010) + 20 Million Penya ? Free Makeup Coupon
IDS_TEXTCLIENT_INC_002917	1500 Lucky pouch(2010) + 15 Million Penya ? Male Snowman (7Days) 
IDS_TEXTCLIENT_INC_002918	1500 Lucky pouch(2010) + 15 Million Penya ? Female Snowman (7Days) 
IDS_TEXTCLIENT_INC_002919	1000 Lucky pouch(2010) + 10 Million Penya ? Angelic Wings Box (3 Days) 
IDS_TEXTCLIENT_INC_002920	1000 Lucky pouch(2010) + 10 Million Penya ? Wings of the Divine Prophet Box (3 Days)
IDS_TEXTCLIENT_INC_002921	500 Lucky pouch(2010) + 1 Million Penya ? Taiwan Balloon
IDS_TEXTCLIENT_INC_002922	10 Lucky pouch(2010) + 100,000 Penya ? Heart Cracker
IDS_TEXTCLIENT_INC_002923	10 Lucky pouch(2010) + 100,000 Penya ? Pumpkin Cracker
IDS_TEXTCLIENT_INC_002924	(M)
IDS_TEXTCLIENT_INC_002925	(H)
IDS_TEXTCLIENT_INC_002926	HERO
IDS_TEXTCLIENT_INC_002927	%d-M. %s
IDS_TEXTCLIENT_INC_002928	%d-H. %s
IDS_TEXTCLIENT_INC_002929	HERO. %s
IDS_TEXTCLIENT_INC_002930	Dieser Spielername existiert nicht. Überprüfe den Namen. 
IDS_TEXTCLIENT_INC_002931	Du kannst dich nicht selbst blockieren.
IDS_TEXTCLIENT_INC_002932	Dieses Item kann weder gelöscht, noch auf den Boden geworfen werden. 
IDS_TEXTCLIENT_INC_002933	Nachricht kann nicht angezeigt werden, Maximum an auf einander folgenden Nachrichten erreicht. 
IDS_TEXTCLIENT_INC_002934	Du hast %d Minuten Strafe erhalten, da du den Chat gespammt hast. 
IDS_TEXTCLIENT_INC_002935	Deine Chatfunktion ist momentan blockiert. (Verbleibende Zeit: %d Minuten %d Sekunden)
IDS_TEXTCLIENT_INC_002936	Angriffsentfernung. 
IDS_TEXTCLIENT_INC_002937	Bewegungseinschränkung
IDS_TEXTCLIENT_INC_002938	Immunität
IDS_TEXTCLIENT_INC_002939	Die Laufzeit ist abgelaufen, du kannst die Quest nicht fortsetzen. 
IDS_TEXTCLIENT_INC_002940	%dStunden %dMinuten %dSekunden
IDS_TEXTCLIENT_INC_002941	Du kannst die Quest nicht fortsetzen. 
IDS_TEXTCLIENT_INC_002942	Easter Egg Tausch
IDS_TEXTCLIENT_INC_002943	Easter Egg Tausch
IDS_TEXTCLIENT_INC_002944	Easter Egg Tausch
IDS_TEXTCLIENT_INC_002945	Mentor-Schüler
IDS_TEXTCLIENT_INC_002946	Anfrage zur Mentor-Schüler Verbindung
IDS_TEXTCLIENT_INC_002947	Beendet die Mentor-Schüler Verbindung
IDS_TEXTCLIENT_INC_002948	Mentorpunkte: %d P
IDS_TEXTCLIENT_INC_002949	Gildenhaus
IDS_TEXTCLIENT_INC_002950	(NEU)
IDS_TEXTCLIENT_INC_002951	Web Wiki
IDS_TEXTCLIENT_INC_002952	Use Web Wiki.
IDS_TEXTCLIENT_INC_002953	????? ?? ??
IDS_TEXTCLIENT_INC_002954	??? ???? ???? ????? ?? ??! ????? ???? 5?? 5???? ???? ????? ??? ???? ??? ?? ?? ??????.
IDS_TEXTCLIENT_INC_002955	????? ???? 5 + 5? ?? ? ?? ????? ?? 1?
IDS_TEXTCLIENT_INC_002956	????? ???? 50 + 50? ?? ? ?? ????? ?? 10?
IDS_TEXTCLIENT_INC_002957	Die Scroll of Awakening Protection wird unabhängig vom Ergebniss des Erweckung verbraucht. Willst du diese benutzen?
IDS_TEXTCLIENT_INC_002958	Sperrliste von [ %s ]
IDS_TEXTCLIENT_INC_002959	Gesperrte(r) Spieler %d
IDS_TEXTCLIENT_INC_002960	Gildenhaus versteigern
IDS_TEXTCLIENT_INC_002961	Die Zeit ist abgelaufen. Die bisherige Erweckung bleibt bestehen.
IDS_TEXTCLIENT_INC_002962	Die ausgesuchte Erweckung wurde angewandt.
IDS_TEXTCLIENT_INC_002963	Die gegenwärtige Erweckung ist nun geschützt. Falls du eine neue Erweckung wirkst, kannst du zwischen dieser und der bisherigen wählen.
IDS_TEXTCLIENT_INC_002964	Kein Zeitlimit
IDS_TEXTCLIENT_INC_002965	Happy Money Event
IDS_TEXTCLIENT_INC_002966	Welcome!! We've prepared many items that you don't see quite often in store.
IDS_TEXTCLIENT_INC_002967	200,000 Happy : Large Feather Wings (White)
IDS_TEXTCLIENT_INC_002968	40,000 Happy : Hybrid Lycan
IDS_TEXTCLIENT_INC_002969	9,000 Happy : Crystal (lv1)
IDS_TEXTCLIENT_INC_002970	3,000 Happy : Azria Ticket (7 days)
IDS_TEXTCLIENT_INC_002971	800 Happy : Full Shout 15, Scroll of Party EXP (15 days), Scroll of Party Skill (15 days)
IDS_TEXTCLIENT_INC_002972	300 Happy : 3 Event Orikalcums, Pink Balloon
IDS_TEXTCLIENT_INC_002973	100 Happy : 2 Event Moonstones, Blue Balloon
IDS_TEXTCLIENT_INC_002974	 60 Happy : 2 Luia Trans, 2 No Disguise
IDS_TEXTCLIENT_INC_002975	30 Happy : Scroll of Sprint
IDS_TEXTCLIENT_INC_002976	10 Happy : 5 Vanilla Cupcakes
IDS_TEXTCLIENT_INC_002977	World Trophy Gegenstände eintauschen
IDS_TEXTCLIENT_INC_002978	Tausche hier deine World Trophy Gegenstände ein. Stärke dich mit Footballs oder sogar einer Trophy Box.
IDS_TEXTCLIENT_INC_002979	Red Football 2018 eintauschen
IDS_TEXTCLIENT_INC_002980	Black Football 2018 eintauschen
IDS_TEXTCLIENT_INC_002981	Blue Football 2018 eintauschen
IDS_TEXTCLIENT_INC_002982	Footballs eintauschen
IDS_TEXTCLIENT_INC_002983	Meisterschafts Handel
IDS_TEXTCLIENT_INC_002984	Tausche hier 5 Passionate Heart, Desire of Victory oder Energetic Cheer gegen Footballs ein. Stärke dich mit Footballs oder tausche 3 gleiche gegen eine Trophy Box.
IDS_TEXTCLIENT_INC_002985	Red Football 2018 eintauschen
IDS_TEXTCLIENT_INC_002986	Black Football 2018 eintauschen
IDS_TEXTCLIENT_INC_002987	Blue Football 2018 eintauschen
IDS_TEXTCLIENT_INC_002988	Trophy Handel
IDS_TEXTCLIENT_INC_002989	Löschen
IDS_TEXTCLIENT_INC_002990	Alles Löschen
IDS_TEXTCLIENT_INC_002991	In neues Chatfenster schreiben.
IDS_TEXTCLIENT_INC_002992	Namen ändern
IDS_TEXTCLIENT_INC_002993	Ort
IDS_TEXTCLIENT_INC_002994	Du kannst diesen Ort nicht markieren.
IDS_TEXTCLIENT_INC_002995	Du kannst diesen Ort nicht mehr markieren. Lösche zunächst eine andere Markierung.
IDS_TEXTCLIENT_INC_002996	Benötigter Job: Templar
IDS_TEXTCLIENT_INC_002997	Benötigter Job: Slayer
IDS_TEXTCLIENT_INC_002998	Benötigter Job: Harlequin
IDS_TEXTCLIENT_INC_002999	Benötigter Job: Crackshooter
IDS_TEXTCLIENT_INC_003000	Benötigter Job: Seraph
IDS_TEXTCLIENT_INC_003001	Benötigter Job: Force Master
IDS_TEXTCLIENT_INC_003002	Benötigter Job: Mentalist
IDS_TEXTCLIENT_INC_003003	Benötigter Job: Arcanist
IDS_TEXTCLIENT_INC_003004	?? ?? ?? :??? flyff ??
IDS_TEXTCLIENT_INC_003005	?? ?? ?? :Web ??? ??
IDS_TEXTCLIENT_INC_003006	?? ?? ?? :DATA NOT FOUND
IDS_TEXTCLIENT_INC_003007	?? ?? ?? :???? ?? ??
IDS_TEXTCLIENT_INC_003008	?? ?? ?? :block user
IDS_TEXTCLIENT_INC_003009	?? ?? ?? :ok
IDS_TEXTCLIENT_INC_003010	?? ?? ?? :Parameter Error
IDS_TEXTCLIENT_INC_003011	?? ?? ?? :??? ?? ?? ??? ?? ??? ?? ??
IDS_TEXTCLIENT_INC_003012	?? ?? ?? :???????? ???? ??
IDS_TEXTCLIENT_INC_003013	?? ?? ?? :??? ??
IDS_TEXTCLIENT_INC_003014	HP
IDS_TEXTCLIENT_INC_003015	MP
IDS_TEXTCLIENT_INC_003016	FP
IDS_TEXTCLIENT_INC_003017	Exp.
IDS_TEXTCLIENT_INC_003018	BT
IDS_TEXTCLIENT_INC_003019	?????
IDS_TEXTCLIENT_INC_003020	??? ?? 10?? ?? ? ?? 10?? ????? ??? ??? ????? ????.
IDS_TEXTCLIENT_INC_003021	??? ??? ???? ??
IDS_TEXTCLIENT_INC_003022	Die Handelsfunktion wurde vorübergehend deaktiviert.
IDS_TEXTCLIENT_INC_003023	Private Shops wurden vorübergehend deaktiviert
IDS_TEXTCLIENT_INC_003024	Das Postsystem wurde vorübergehend deaktiviert
IDS_TEXTCLIENT_INC_003025	Die Gildenbanken wurden vorübergehend deaktiviert
IDS_TEXTCLIENT_INC_003026	??? ???? ??
IDS_TEXTCLIENT_INC_003027	??? ?? 5?? ??? ???? 1?? ?? ? ? ????.
IDS_TEXTCLIENT_INC_003028	??? ?? 5?? ??? ???? 1?? ??
IDS_TEXTCLIENT_INC_003029	??? ?? ?? ??
IDS_TEXTCLIENT_INC_003030	Wow, du bist zu mir gekommen. Es muss sich um einen Glücksgutschein handeln. Sehr gut~! Gib mir deine Nummer damit ich ein Geschenk für dich finden kann!
IDS_TEXTCLIENT_INC_003031	Deine Eingabe war falsch. Bitte überprüfe deinen Gutschein und gib die Nummer erneut ein.
IDS_TEXTCLIENT_INC_003032	Die Penya in deinem Inventar und die Penya im Brief überschreiten zusammen die Höchstgrenze. Bitte verschiebe zunächst Penya aus deinem Inventar und versuche es dann erneut.
IDS_TEXTCLIENT_INC_003033	Baruna Upgrade
IDS_TEXTCLIENT_INC_003034	Gem of Chaos extrahieren
IDS_TEXTCLIENT_INC_003035	Gem of Chaos herstellen
IDS_TEXTCLIENT_INC_003036	Bruchstück herstellen und verbessern
IDS_TEXTCLIENT_INC_003037	Stone of Balance herstellen
IDS_TEXTCLIENT_INC_003038	Stone of Balance herstellen
IDS_TEXTCLIENT_INC_003039	Ungültiger Gegenstand
IDS_TEXTCLIENT_INC_003040	Falscher Slot
IDS_TEXTCLIENT_INC_003041	Keine doppelten Gegenstände!
IDS_TEXTCLIENT_INC_003042	Level des gewünschten Gem Mixers ist identisch mit dem gewählten Gem Mixer.
IDS_TEXTCLIENT_INC_003043	Du benötigst 10 Bruchstücke!
IDS_TEXTCLIENT_INC_003044	Das Level des gewünschten Bruchstücks ist nicht identisch mit dem gewählten Bruchstück.
IDS_TEXTCLIENT_INC_003045	1 Crystal of Order hergestellt.
IDS_TEXTCLIENT_INC_003046	Bruchstück wurde hergestellt
IDS_TEXTCLIENT_INC_003047	1 Gem of Chaos wurde hergestellt.
IDS_TEXTCLIENT_INC_003048	Der Gegenstand wurde nicht extrahiert.
IDS_TEXTCLIENT_INC_003049	Bitte wähle extrahierbaren Gegenstand.
IDS_TEXTCLIENT_INC_003050	Fehler beim extrahieren.
IDS_TEXTCLIENT_INC_003051	%s Dregs of Chaos wurde hergestellt
IDS_TEXTCLIENT_INC_003052	%s Gem of Chaos wurde hergestellt
IDS_TEXTCLIENT_INC_003053	Wähle Gem of Chaos
IDS_TEXTCLIENT_INC_003054	Wähle Bruchstück
IDS_TEXTCLIENT_INC_003055	Wähle Bareum
IDS_TEXTCLIENT_INC_003056	1 Stone of Balance hergestellt.
IDS_TEXTCLIENT_INC_003057	Platz für Stone of Balance.
IDS_TEXTCLIENT_INC_003058	Bitte wähle eine Baruna-Waffe.
IDS_TEXTCLIENT_INC_003059	Aufwertung erfolgreich. Dein Gegenstand erhält +1.
IDS_TEXTCLIENT_INC_003060	Aufwertung fehlgeschlagen. Deine Waffe erhält -1.
IDS_TEXTCLIENT_INC_003061	Fehler beim Aufwerten.
IDS_TEXTCLIENT_INC_003062	Die Waffe wurde durch einen Fehlschlag zerstört.
IDS_TEXTCLIENT_INC_003063	Die Waffe könnte ohne Blessing/Grace of Baruna zerstört werden. Dennoch versuchen?
IDS_TEXTCLIENT_INC_003064	Maximale NPC-Anzahl erreicht.
IDS_TEXTCLIENT_INC_003065	Nicht möglich während dem Fliegen.
IDS_TEXTCLIENT_INC_003066	Der NPC wird bereits benutzt.
IDS_TEXTCLIENT_INC_003067	Der NPc gehört dir nicht!
IDS_TEXTCLIENT_INC_003068	Der NPC ist bereits da!
IDS_TEXTCLIENT_INC_003069	Für das Gildenhaus zu Bieten ist momentan nicht möglich.
IDS_TEXTCLIENT_INC_003070	Du kannst hier nicht für das Gildenhaus bieten.
IDS_TEXTCLIENT_INC_003071	Du bist entweder kein Mitglied oder kein Gildenleiter.
IDS_TEXTCLIENT_INC_003072	Auktion ist bereits abgelaufen.
IDS_TEXTCLIENT_INC_003073	Du kannst nicht mehr als 2 Gildenhäuser haben.
IDS_TEXTCLIENT_INC_003074	Du hast kein Gildenhaus. Du kannst an der Auktion teilnehmen.
IDS_TEXTCLIENT_INC_003075	Das gewählte Gildenhaus wird nicht versteigert.
IDS_TEXTCLIENT_INC_003076	Dein Gebot ist zu niedrig.
IDS_TEXTCLIENT_INC_003077	Glückwunsch! Du hast die Auktion gewonnen!
IDS_TEXTCLIENT_INC_003078	Du die Auktion leider verloren.
IDS_TEXTCLIENT_INC_003079	Das Level deines Gildenhauses ist gestiegen.
IDS_TEXTCLIENT_INC_003080	Bitte wähle Blessing of Baruna (Optional).
IDS_TEXTCLIENT_INC_003081	Bitte wähle Dregs of Chaos.
IDS_TEXTCLIENT_INC_003082	Bitte wähle Chaos Mixer.
IDS_TEXTCLIENT_INC_003083	Extrahierung ist nur mit nicht-Unique Waffen möglich.
IDS_TEXTCLIENT_INC_003084	Du kannst dies nicht im Kampf tun.
IDS_TEXTCLIENT_INC_003085	Barunawaffen können nicht erweckt werden.
IDS_TEXTCLIENT_INC_003086	Weniger Schaden im PvP. 
IDS_TEXTCLIENT_INC_003087	Du kannst diese Quest nicht abschließen, da du entweder einen Gegenstand benutzt oder ausgerüstet hast.
IDS_TEXTCLIENT_INC_003088	Gemütliches Haus am See
IDS_TEXTCLIENT_INC_003089	Vierter:
IDS_TEXTCLIENT_INC_003090	Fünfter:
IDS_TEXTCLIENT_INC_003091	Alle Effekte werden entfernt, da du nicht das Mindestlevel für die Scroll of Experience hast.
IDS_TEXTCLIENT_INC_003092	Villa im Zentrum der Stadt
IDS_TEXTCLIENT_INC_003093	Schattiges Häuschen
IDS_TEXTCLIENT_INC_003094	Haus an der Windmühle
IDS_TEXTCLIENT_INC_003095	Verlassenes Haus
IDS_TEXTCLIENT_INC_003096	Saint Halls Anwesen
IDS_TEXTCLIENT_INC_003097	Haus neben dem Händler.
IDS_TEXTCLIENT_INC_003098	Kleines Schloss
IDS_TEXTCLIENT_INC_003099	Schäbiges Haus
IDS_TEXTCLIENT_INC_003100	Abgelegenes Haus
IDS_TEXTCLIENT_INC_003101	Ruhiges Haus neben dem Questverwalter
IDS_TEXTCLIENT_INC_003102	Gemütliches Häuschen
IDS_TEXTCLIENT_INC_003103	Von Rhisis gesegnetes Haus.
IDS_TEXTCLIENT_INC_003104	Teehaus am Park
IDS_TEXTCLIENT_INC_003105	Backstube
IDS_TEXTCLIENT_INC_003106	Fröhliches Haus
IDS_TEXTCLIENT_INC_003107	Musikantenhaus
IDS_TEXTCLIENT_INC_003108	Du bist kein Mitglied der Gilde, die dieses Haus besitzt.
IDS_TEXTCLIENT_INC_003109	Nicht dein Gildenhaus.
IDS_TEXTCLIENT_INC_003110	Du kannst den Zombie Token gegen einen Gegenstand eintauschen.
IDS_TEXTCLIENT_INC_003111	Zombie Hunter Token Umtausch
IDS_TEXTCLIENT_INC_003112	Tausche 6 Zombie Token gegen 8 Zombie Hunter Box.
IDS_TEXTCLIENT_INC_003113	Tausche 15 Zombie Token gegen 1 Zombie Hunter Cloak.
IDS_TEXTCLIENT_INC_003114	Tausche 35 Zombie Token gegen 1 Survivor Cloak
IDS_TEXTCLIENT_INC_003115	Special Upgrade Box Umtausch
IDS_TEXTCLIENT_INC_003116	Tausche 1 Pretty Pig Cage gegen 1 Special Upgrade Box.
IDS_TEXTCLIENT_INC_003117	Möchtest du das Gildenhaus verlassen?
IDS_TEXTCLIENT_INC_003118	Glückwunsch. Du hast ein Gebot für das Gildenhaus abgegeben.
IDS_TEXTCLIENT_INC_003119	Das %s Gildenhaus wird diese Woche versteigert.
IDS_TEXTCLIENT_INC_003120	Diese Woche findet die Auktion für das Gildenhaus in %s statt.
IDS_TEXTCLIENT_INC_003121	Keine Gilde hat bisher geboten.
IDS_TEXTCLIENT_INC_003122	Keine Gilde kann diese Woche bieten.
IDS_TEXTCLIENT_INC_003123	Die wöchentliche Auktion für das Gildenhaus ist beendet.
IDS_TEXTCLIENT_INC_003124	Auktionsinformation
IDS_TEXTCLIENT_INC_003125	Dein Gebot ist fehlgeschlagen. Bitte versuche es später erneut.
IDS_TEXTCLIENT_INC_003126	Die Gilde wurde erfolgreich verändert.
IDS_TEXTCLIENT_INC_003127	Änderung der Gilde ist fehlgeschlagen.
IDS_TEXTCLIENT_INC_003128	Das Level des Gildenhauses konnte nicht erhöht werden.
IDS_TEXTCLIENT_INC_003129	Momentan findet hier keine Auktion statt.
IDS_TEXTCLIENT_INC_003130	Der angegebene Betrag ist nicht korrekt.
IDS_TEXTCLIENT_INC_003131	Das Gebot kann nicht über 2.1 Milliarden Penya betragen.
IDS_TEXTCLIENT_INC_003132	Dein Gebot liegt unter dem Mindestgebot.
IDS_TEXTCLIENT_INC_003133	Es gibt keine bietende Gilde
IDS_TEXTCLIENT_INC_003134	Elliun
IDS_TEXTCLIENT_INC_003135	Dein Wagen ist bereits voll.
IDS_TEXTCLIENT_INC_003136	Nicht genug Platz im Wagen.
IDS_TEXTCLIENT_INC_003137	Du hast nicht genug Penya.
IDS_TEXTCLIENT_INC_003138	Nicht genug Platz im Inventar.
IDS_TEXTCLIENT_INC_003139	Gegenstand gekauft.
IDS_TEXTCLIENT_INC_003140	Es befinden sich Gegenstände im Wagen. Dennoch schließen?
IDS_TEXTCLIENT_INC_003141	4 A Cards - Exchange Ace Box
IDS_TEXTCLIENT_INC_003142	4 K Cards - Exchange King Box
IDS_TEXTCLIENT_INC_003143	4 Q Cards - Exchange Queen Box
IDS_TEXTCLIENT_INC_003144	4 J Cards - Exchange Jack Box
IDS_TEXTCLIENT_INC_003145	1 Each for K,Q,J,10 Cards - Exchange The Mighty 10 Box
IDS_TEXTCLIENT_INC_003146	Der Gegenstand ist nicht mehr gebunden und wird beim Anlegen wieder gebunden.
IDS_TEXTCLIENT_INC_003147	Der Gegenstand ist nicht mehr gebunden und wird beim Anlegen wieder gebunden.
IDS_TEXTCLIENT_INC_003148	Der Gegenstand ist momentan nicht gebunden.
IDS_TEXTCLIENT_INC_003149	Der Gegenstand muss gebunden bleiben.
IDS_TEXTCLIENT_INC_003150	Du hast bereits bestätigt. Zum ändern, entferne bitte den Gegenstand und wähle einen neuen.
IDS_TEXTCLIENT_INC_003151	Pet
IDS_TEXTCLIENT_INC_003152	Kostüm
IDS_TEXTCLIENT_INC_003153	Quest
IDS_TEXTCLIENT_INC_003154	Der Effekt wird hinzugefügt, wenn die %s Waffe aufgewertet wird. Der Effekt verschwindet nicht.
IDS_TEXTCLIENT_INC_003155	Der Gegenstand wurde bereits verbessert. Wenn du diesen Gegenstand benutzen möchtest, entferne zunächst die Verbesserungen.
IDS_TEXTCLIENT_INC_003156	ID oder Passwort ist falsch. Überprüfe deine Angaben.
IDS_TEXTCLIENT_INC_003157	Login fehlgeschlagen. Bitte warte 5 Minuten.
IDS_TEXTCLIENT_INC_003158	Baruna Piercing
IDS_TEXTCLIENT_INC_003159	Ancient Rune wurde erfolgreich eingefügt.
IDS_TEXTCLIENT_INC_003160	Die Ancient Rune wurde zerstört.
IDS_TEXTCLIENT_INC_003161	Piercing fehlgeschlagen.
IDS_TEXTCLIENT_INC_003162	Die Ancient Rune kann beim Piercen zerstört werden, wenn keine Scroll of Ancient Rune Protect benutzt wird. Trotzdem versuchen?
IDS_TEXTCLIENT_INC_003163	Die Waffe wird bereits benutzt.
IDS_TEXTCLIENT_INC_003164	Kann nur für Baruna Waffen benutzt werden.
IDS_TEXTCLIENT_INC_003165	Kein Platz im Gegenstand.
IDS_TEXTCLIENT_INC_003166	Es kann nur eine Ancient Rune pro Waffe eingesetzt werden.
IDS_TEXTCLIENT_INC_003167	Nur [Ancient Runes] können in diese Waffe eingesetzt werden.
IDS_TEXTCLIENT_INC_003168	Die [Ancient Rune] kann nicht in diese Waffe eingesetzt werden.
IDS_TEXTCLIENT_INC_003169	Nur die [Scroll of Ancient Rune Protect] kann hierfür benutzt werden.
IDS_TEXTCLIENT_INC_003170	Nur [Gegenstände, welche die Erfolgschance erhöhen] können hier eingesetzt werden.
IDS_TEXTCLIENT_INC_003171	Du erfüllst nicht die Voraussetzungen.
IDS_TEXTCLIENT_INC_003172	Momentan nicht möglich.
IDS_TEXTCLIENT_INC_003173	Du hast bereits eine Spende abgegeben.
IDS_TEXTCLIENT_INC_003174	Der gewählte Gegenstand wird entweder benutzt oder ist nicht genug Wert.
IDS_TEXTCLIENT_INC_003175	Nicht genügend Penya.
IDS_TEXTCLIENT_INC_003176	Coliseum betreten.
IDS_TEXTCLIENT_INC_003177	Rangliste
IDS_TEXTCLIENT_INC_003178	Momentan nicht möglich. Versuche es später erneut.
IDS_TEXTCLIENT_INC_003179	Du erfüllst nicht die Voraussetzungen.
IDS_TEXTCLIENT_INC_003180	Betreten nicht möglich. Starte die Herausforderung erneut.
IDS_TEXTCLIENT_INC_003181	%s Level erfolgreich abgeschlossen. Die nächste Runde beginnt gleich.
IDS_TEXTCLIENT_INC_003182	Herzlichen Glückwunsch. Das Coliseum wurde erobert.
IDS_TEXTCLIENT_INC_003183	Der Party-Leader %s hat das Coliseum betreten und %s eingeladen. Nimmst du an?
IDS_TEXTCLIENT_INC_003184	Coliseum kann nur von Parties betreten werden.
IDS_TEXTCLIENT_INC_003185	Die Party ist nicht im Coliseum.
IDS_TEXTCLIENT_INC_003186	Das Coliseum ist für Party-Mitglieder unter Level 90.
IDS_TEXTCLIENT_INC_003187	Das Coliseum ist für die Gilde. Nur Mitglieder der gleichen Gilde können eintreten.
IDS_TEXTCLIENT_INC_003188	Coliseum betreten.
IDS_TEXTCLIENT_INC_003189	%d Die neue Herausforderung beginnt in Kürze.
IDS_TEXTCLIENT_INC_003190	%d Herausforderung beginnt in Kürze.
IDS_TEXTCLIENT_INC_003191	Wenn du dieses Item benutzt, wird die Wahrscheinlichkeit auf einen echten Boss erhöht. Möchtest du das?
IDS_TEXTCLIENT_INC_003192	Komme wieder, wenn du Merder Heirloom hast.
IDS_TEXTCLIENT_INC_003193	Versuche es später erneut.
IDS_TEXTCLIENT_INC_003194	Die Rangliste ist momentan deaktiviert.
IDS_TEXTCLIENT_INC_003195	Tausche 1 Spirit of Christmas gegen eine Box.
IDS_TEXTCLIENT_INC_003196	Tausche 25 Spirit of Christmas gegen eine Box.
IDS_TEXTCLIENT_INC_003197	Tausche 50 Spirit of Christmas gegen eine Box.
IDS_TEXTCLIENT_INC_003198	Tausche 75 Spirit of Christmas gegen eine Box.
IDS_TEXTCLIENT_INC_003199	Tausche 100 Spirit of Christmas gegen eine Box.
IDS_TEXTCLIENT_INC_003200	Momentan nicht benutzbar.
IDS_TEXTCLIENT_INC_003201	Nicht genügend Penya. Bitte gib die Menge erneut ein.
IDS_TEXTCLIENT_INC_003202	Item
IDS_TEXTCLIENT_INC_003203	Deine Party ist bereits im Coliseum.
IDS_TEXTCLIENT_INC_003204	Nur der Party-Leader kann das Coliseum starten.
IDS_TEXTCLIENT_INC_003205	Nicht genügend Penya.
IDS_TEXTCLIENT_INC_003206	Voraussichtliches Ende:
IDS_TEXTCLIENT_INC_003207	Gegenstände können im Inventar gewählt werden.
IDS_TEXTCLIENT_INC_003208	Rangliste
IDS_TEXTCLIENT_INC_003209	Low-Level Rangliste.
IDS_TEXTCLIENT_INC_003210	Wöchentlich
IDS_TEXTCLIENT_INC_003211	Monatlich
IDS_TEXTCLIENT_INC_003212	Ruhmeshalle
IDS_TEXTCLIENT_INC_003213	Gegenstand kann nicht gewählt werden.
IDS_TEXTCLIENT_INC_003214	Kein gültiger Platz.
IDS_TEXTCLIENT_INC_003215	Doppelte Verwendung ist nicht möglich.
IDS_TEXTCLIENT_INC_003216	Es müssen gleiche Kostüme gewählt werden.
IDS_TEXTCLIENT_INC_003217	Kein Platz im Inventar.
IDS_TEXTCLIENT_INC_003218	Die Kombination von %s war erfolgreich.
IDS_TEXTCLIENT_INC_003219	Fliegen nicht möglich.
IDS_TEXTCLIENT_INC_003220	Teleportation fehlgeschlagen.
IDS_TEXTCLIENT_INC_003221	Kostümteile kaufen.
IDS_TEXTCLIENT_INC_003222	Kostümteile verkaufen.
IDS_TEXTCLIENT_INC_003223	Kostüme kombinieren
IDS_TEXTCLIENT_INC_003224	
IDS_TEXTCLIENT_INC_003225	Das gewählte Level kann nicht erworben werden.
IDS_TEXTCLIENT_INC_003226	Der gewählten Klasse kann nicht gespendet werden.
IDS_TEXTCLIENT_INC_003227	Spende nicht möglich aufgrund von Mangel an EXP.
IDS_TEXTCLIENT_INC_003228	Spende abgeschlossen.
IDS_TEXTCLIENT_INC_003229	Blessing wurde auf %s angewendet.
