IDS_PROPITEM_TXT_000000	Default
IDS_PROPITEM_TXT_011632	Dryad Elementor Boots (M)
IDS_PROPITEM_TXT_011633	
IDS_PROPITEM_TXT_011634	Dryad Elementor Boots (F)
IDS_PROPITEM_TXT_011635	
IDS_PROPITEM_TXT_011636	Mini Santa
IDS_PROPITEM_TXT_011637	Ein kleiner Weihnachtsmann, der dir überall hin folgt und Gegenstände für dich aufsammelt.
IDS_PROPITEM_TXT_011638	Mini Snowman
IDS_PROPITEM_TXT_011639	Ein kleiner Schneemann, der dir überall hin folgt und Gegenstände für dich aufsammelt.
IDS_PROPITEM_TXT_011640	Shiny Box
IDS_PROPITEM_TXT_011641	
IDS_PROPITEM_TXT_011642	Santa Set (M) (7 Tage)
IDS_PROPITEM_TXT_011643	Die Weihnachtskleidung für Männer für 7 Tage.
IDS_PROPITEM_TXT_011644	Santa Set (F) (7 Tage)
IDS_PROPITEM_TXT_011645	Die Weihnachtskleidung für Frauen für 7 Tage.
IDS_PROPITEM_TXT_011646	Lucky Wings Box
IDS_PROPITEM_TXT_011647	You can get Wings if lucky
IDS_PROPITEM_TXT_011648	Gold Package
IDS_PROPITEM_TXT_011649	Package including Azria Ticket(7 Tage), 3 of Scroll of amplification ES(S), 4 of Upcut Stone
IDS_PROPITEM_TXT_011650	Silver Package
IDS_PROPITEM_TXT_011651	Package including Coral Ticket(1Day), 2 of Scroll of amplification ES(60), 4 of Upcut Stone
IDS_PROPITEM_TXT_011652	Bronze Package
IDS_PROPITEM_TXT_011653	Package including Feed Bag (6hours), Chance of the Pet Tamer
IDS_PROPITEM_TXT_011654	drawing lots package
IDS_PROPITEM_TXT_011655	Package including 2 of Lucky HeraBike Box, Lucky GlassBox
IDS_PROPITEM_TXT_011656	Crystal of Rest (7 T)
IDS_PROPITEM_TXT_011657	Der Ruhebonus wird aktiviert, wenn der Kristal platziert wird. Er steigert die Erfahrungspunkte der Gildenmitglieder bei der Monsterjagd.
IDS_PROPITEM_TXT_011658	Hybrid Lycan
IDS_PROPITEM_TXT_011659	Dein treuer Gefährte, sammelt deine Gegenstände auf und kann dich ggf. Buffen.
IDS_PROPITEM_TXT_011660	Modernes Sofa (Gilde) (Permanent)
IDS_PROPITEM_TXT_011661	Modernes Sofa für das Gildenhaus. Verleiht allen Gildenmitgliedern +5 STA.
IDS_PROPITEM_TXT_011662	Modernes Regal (Gilde) (Permanent)
IDS_PROPITEM_TXT_011663	Modernes Regal für das Gildenhaus. Verleiht allen Gildenmitgliedern +5 INT.
IDS_PROPITEM_TXT_011664	Moderne Kommode (Gilde) (Permanent)
IDS_PROPITEM_TXT_011665	Moderne Kommode für das Gildenhaus. Verleiht allen Gildenmitgliedern +5 DEX.
IDS_PROPITEM_TXT_011666	Moderner Stuhl (Gilde) (Permanent)
IDS_PROPITEM_TXT_011667	Moderner Stuhl für das Gildenhaus. Verleiht allen Gildenmitgliedern +2 STR.
IDS_PROPITEM_TXT_011668	Moderner Tisch (Gilde) (Permanent)
IDS_PROPITEM_TXT_011669	Moderner Tisch für das Gildenhaus. Verleiht allen Gildenmitgliedern +5% auf ihre Blockrate.
IDS_PROPITEM_TXT_011670	Moderner Boden (Gilde) (Permanent)
IDS_PROPITEM_TXT_011671	Moderner Boden für das Gildenhaus. Verleiht allen Gildenmitgliedern +10% auf ihre Geschwindigkeit. Hält 7 Tage.
IDS_PROPITEM_TXT_011672	Moderne Tapete (Gilde) (Permanent)
IDS_PROPITEM_TXT_011673	Moderne Tapete für das Gildenhaus. Verleiht allen Gildenmitgliedern +10% auf ihre Angriffstempo. Hält 7 Tage.
IDS_PROPITEM_TXT_011674	Einfaches Sofa (Gilde) (7 Tage)
IDS_PROPITEM_TXT_011675	Einfaches Sofa für das Gildenhaus. Verleiht allen Gildenmitgliedern +1 STA. Hält 7 Tage.
IDS_PROPITEM_TXT_011676	Einfaches Regal (Gilde) (7 Tage)
IDS_PROPITEM_TXT_011677	Einfaches Regal für das Gildenhaus. Verleiht allen Gildenmitgliedern +1 INT. Hält 7 Tage.
IDS_PROPITEM_TXT_011678	Einfache Kommode (Gilde) (7 Tage)
IDS_PROPITEM_TXT_011679	Einfache Kommode für das Gildenhaus. Verleiht allen Gildenmitgliedern +1 DEX. Hält 7 Tage.
IDS_PROPITEM_TXT_011680	Einfacher Stuhl (Gilde) (7 Tage)
IDS_PROPITEM_TXT_011681	Einfacher Stuhl für das Gildenhaus. Verleiht allen Gildenmitgliedern +1 STR. Hält 7 Tage.
IDS_PROPITEM_TXT_011682	Einfacher Tisch (Gilde) (7 Tage)
IDS_PROPITEM_TXT_011683	Einfacher Tisch für das Gildenhaus. Verleiht allen Gildenmitgliedern +1% auf ihre Abwehr. Hält 7 Tage.
IDS_PROPITEM_TXT_011684	Einfacher Boden (7 Tage)
IDS_PROPITEM_TXT_011685	Einfacher Boden für das Gildenhaus. Verleiht allen Gildenmitgliedern +2% auf ihre Geschwindigkeit. Hält 7 Tage.
IDS_PROPITEM_TXT_011686	Einfache Tapete (7 Tage)
IDS_PROPITEM_TXT_011687	Einfache Tapete für das Gildenhaus. Verleiht allen Gildenmitgliedern +2% auf ihr Angriffstempo. Hält 7 Tage.
IDS_PROPITEM_TXT_011688	Skelton General Weapon 1
IDS_PROPITEM_TXT_011689	
IDS_PROPITEM_TXT_011690	Skelton General Weapon 2
IDS_PROPITEM_TXT_011691	
IDS_PROPITEM_TXT_011692	Skelton General Weapon 3
IDS_PROPITEM_TXT_011693	
IDS_PROPITEM_TXT_011694	Skelton Devil Weapon 1
IDS_PROPITEM_TXT_011695	
IDS_PROPITEM_TXT_011696	Skelton Devil Weapon 2
IDS_PROPITEM_TXT_011697	
IDS_PROPITEM_TXT_011698	Skelton Devil Weapon 3
IDS_PROPITEM_TXT_011699	
IDS_PROPITEM_TXT_011700	Magic Tool Box
IDS_PROPITEM_TXT_011701	Das richtige Werkzeug zu jedem Anlass.
IDS_PROPITEM_TXT_011702	Soul Ruby Ring
IDS_PROPITEM_TXT_011703	
IDS_PROPITEM_TXT_011704	Soul Diamond Ring
IDS_PROPITEM_TXT_011705	
IDS_PROPITEM_TXT_011706	Soul Sapphire Ring
IDS_PROPITEM_TXT_011707	
IDS_PROPITEM_TXT_011708	Soul Emerald Ring
IDS_PROPITEM_TXT_011709	
IDS_PROPITEM_TXT_011710	Soul Demolition Earring
IDS_PROPITEM_TXT_011711	
IDS_PROPITEM_TXT_011712	Soul Plug Earring
IDS_PROPITEM_TXT_011713	
IDS_PROPITEM_TXT_011714	Soul Gore Necklace
IDS_PROPITEM_TXT_011715	
IDS_PROPITEM_TXT_011716	Soul Mental Necklace
IDS_PROPITEM_TXT_011717	
IDS_PROPITEM_TXT_011718	Peision Necklace of Soul
IDS_PROPITEM_TXT_011719	
IDS_PROPITEM_TXT_011720	Soul Gore Mental Necklace
IDS_PROPITEM_TXT_011721	
IDS_PROPITEM_TXT_011722	Soul Magic Earring
IDS_PROPITEM_TXT_011723	
IDS_PROPITEM_TXT_011724	Soul Range Earring
IDS_PROPITEM_TXT_011725	
IDS_PROPITEM_TXT_011726	Lucky Bead Box (Strong)
IDS_PROPITEM_TXT_011727	Enthält nach dem Zufallsprinzip einen Lvl 2 Bead, der die physische Angriffskraft und Verteidigung fördert.
IDS_PROPITEM_TXT_011728	Lucky Bead Box (Magic)
IDS_PROPITEM_TXT_011729	Enthält nach dem Zufallsprinzip einen Lvl 2 Bead, der die Magieattacke und Abwehr fördert.
IDS_PROPITEM_TXT_011730	Chrystal Box (Beads)
IDS_PROPITEM_TXT_011731	Enthält nach dem Zufallsprinzip Beads oder Upgrade-Material.
IDS_PROPITEM_TXT_011732	Chrystal Box (Accessory)
IDS_PROPITEM_TXT_011733	Enthält nach dem Zufallsprinzip Schmuck oder Upgrade-Material.
IDS_PROPITEM_TXT_011734	FITA Cookie (F)
IDS_PROPITEM_TXT_011735	Geschwindikgeit wird für 3 Minuten um 15% erhöht
IDS_PROPITEM_TXT_011736	FITA Cookie (I)
IDS_PROPITEM_TXT_011737	Verteidigung wird für 3 Minuten um 150 erhöht
IDS_PROPITEM_TXT_011738	FITA Cookie (T)
IDS_PROPITEM_TXT_011739	Angriffskraft wird für 3 Minuten um 200 erhöht
IDS_PROPITEM_TXT_011740	FITA Cookie (A)
IDS_PROPITEM_TXT_011741	Alle Statuswerte werden für 3 Minuten um +10 erhöht
IDS_PROPITEM_TXT_011742	FITA Cloak
IDS_PROPITEM_TXT_011743	Erhöht die Geschwindigkeit um 5%, die Abwehr um 100 und die Angriffskraft um 150
IDS_PROPITEM_TXT_011744	FITA Pack
IDS_PROPITEM_TXT_011745	Enthält 1 FITA cookie nach dem Zufallsprinzip
IDS_PROPITEM_TXT_011746	FITA Cloak Box
IDS_PROPITEM_TXT_011747	Enthält 1 FITA Cloak (30 Tage anwendbar).
IDS_PROPITEM_TXT_011748	Restat (STR) Low
IDS_PROPITEM_TXT_011749	Setzt STR 50 Statuspunkte zurück.
IDS_PROPITEM_TXT_011750	Restat (DEX) Low
IDS_PROPITEM_TXT_011751	Setzt DEX 50 Statuspunkte zurück.
IDS_PROPITEM_TXT_011752	Restat (STA) Low
IDS_PROPITEM_TXT_011753	Setzt STA 50 Statuspunkte zurück.
IDS_PROPITEM_TXT_011754	Restat (INT) Low
IDS_PROPITEM_TXT_011755	Setzt INT 50 Statuspunkte zurück.
IDS_PROPITEM_TXT_011756	Sardine Roll
IDS_PROPITEM_TXT_011757	Wer hätte gedacht, dass eine Sardinenrolle über magische Kräfte verfügt?
IDS_PROPITEM_TXT_011758	Watermelon Drink
IDS_PROPITEM_TXT_011759	Köstliches Melonengetränk, welches 2000 MP wiederherstellt.
IDS_PROPITEM_TXT_011760	Muaythai Set (M) (7 Tage)
IDS_PROPITEM_TXT_011761	Komplettes Muaythai Set für Männer. Hält 7 Tage.
IDS_PROPITEM_TXT_011762	Muaythai Set (F) (7 Tage)
IDS_PROPITEM_TXT_011763	Komplettes Muaythai Set für Frauen. Hält 7 Tage.
IDS_PROPITEM_TXT_011764	Lasa's Gift Box
IDS_PROPITEM_TXT_011765	Enthält nach dem Zufallsprinzip einen der folgenden Gegenstände: Muaythai Set (M) (7 Tage), Muaythai Set (F) (7 Tage), Velvet Apple, Cooked Corn, Cooked Octopus, Sardine Bread, Melon Soda.
IDS_PROPITEM_TXT_011766	Buff Pet Transy
IDS_PROPITEM_TXT_011767	Simsalabim! Aus deinem Sammelpet wird ein Buffpet!
IDS_PROPITEM_TXT_011768	Box of Feather Wings (White)
IDS_PROPITEM_TXT_011769	Beinhaltet herrliche weiße Federflügel (3 Tage anwendbar)
IDS_PROPITEM_TXT_011770	Box of Feather Wings (Black)
IDS_PROPITEM_TXT_011771	Beinhaltet herrliche schwarze Federflügel (3 Tage anwendbar).
IDS_PROPITEM_TXT_011772	Box of Angel Wings
IDS_PROPITEM_TXT_011773	Beinhaltet imposante weite Federflügel (3 Tage anwendbar)
IDS_PROPITEM_TXT_011774	Box of Prophet Wings
IDS_PROPITEM_TXT_011775	Beinhaltet grandiose dreifach Flügel (3 Tage anwendbar).
IDS_PROPITEM_TXT_011776	White Day Chocolate
IDS_PROPITEM_TXT_011777	Leckere Schokolade für diesen besonderen Tag!
IDS_PROPITEM_TXT_011778	White Day Bouquet
IDS_PROPITEM_TXT_011779	Ein besonderer Blumenstrauß für einen besonderen Anlass.
IDS_PROPITEM_TXT_011780	Token of Love
IDS_PROPITEM_TXT_011781	Ein Liebesbeweis der besonderen Art.
IDS_PROPITEM_TXT_011782	2010 New Year Fortune Pouch
IDS_PROPITEM_TXT_011783	Ein frohes neues Jahr!
IDS_PROPITEM_TXT_011784	Year of the Mouse (Animal Zodiac)
IDS_PROPITEM_TXT_011785	Trägt das Symbol zum Jahr der Maus aus dem chinesischen Tierkreiszeichen. Erhöht die Intelligenz um acht.
IDS_PROPITEM_TXT_011786	Year of the OX (Animal Zodiac)
IDS_PROPITEM_TXT_011787	Trägt das Symbol zum Jahr des Büffels aus dem chinesischen Tierkreiszeichen. Erhöht die Stärke und Ausdauer um vier.
IDS_PROPITEM_TXT_011788	Year of the Tiger (Animal Zodiac)
IDS_PROPITEM_TXT_011789	Trägt das Symbol zum Jahr des Tigers aus dem chinesischen Tierkreiszeichen. Erhöht die Stärke um acht.
IDS_PROPITEM_TXT_011790	Year of the Rabbit (Animal Zodiac)
IDS_PROPITEM_TXT_011791	Trägt das Symbol zum Jahr des Hasen aus dem chinesischen Tierkreiszeichen. Erhöht die Intelligenz um vier.
IDS_PROPITEM_TXT_011792	Year of the Dragon (Animal Zodiac)
IDS_PROPITEM_TXT_011793	Trägt das Symbol zum Jahr des Drachen aus dem chinesischen Tierkreiszeichen. Erhöht die Angriffskraft um 320.
IDS_PROPITEM_TXT_011794	Year of the Snake (Animal Zodiac)
IDS_PROPITEM_TXT_011795	Trägt das Symbol zum Jahr der Schlange aus dem chinesischen Tierkreiszeichen. Erhöht die Geschicklichkeit um acht.
IDS_PROPITEM_TXT_011796	Year of the Horse (Animal Zodiac)
IDS_PROPITEM_TXT_011797	Trägt das Symbol zum Jahr des Pferdes aus dem chinesischen Tierkreiszeichen. Erhöht die Ausdauer um acht.
IDS_PROPITEM_TXT_011798	Year of the Ram (Animal Zodiac)
IDS_PROPITEM_TXT_011799	Trägt das Symbol zum Jahr des Schafs aus dem chinesischen Tierkreiszeichen. Erhöht die Geschicklichkeit und Ausdauer um vier.
IDS_PROPITEM_TXT_011800	Year of the Monkey (Animal Zodiac)
IDS_PROPITEM_TXT_011801	Trägt das Symbol zum Jahr des Affen aus dem chinesischen Tierkreiszeichen. Erhöht alle Statuswerte um zwei.
IDS_PROPITEM_TXT_011802	Year of the Rooster (Animal Zodiac)
IDS_PROPITEM_TXT_011803	Trägt das Symbol zum Jahr des Hahns aus dem chinesischen Tierkreiszeichen. Erhöht die Intelligenz und Geschicklichkeit um vier.
IDS_PROPITEM_TXT_011804	Year of the Dog (Animal Zodiac)
IDS_PROPITEM_TXT_011805	Trägt das Symbol zum Jahr des Hunds aus dem chinesischen Tierkreiszeichen. Erhöht die Geschicklichkeit und Stärke um vier.
IDS_PROPITEM_TXT_011806	Year of the Pig (Animal Zodiac)
IDS_PROPITEM_TXT_011807	Trägt das Symbol zum Jahr des Schweins aus dem chinesischen Tierkreiszeichen. Erhöht die Intelligenz und Ausdauer um vier.
IDS_PROPITEM_TXT_011808	Flying Shark
IDS_PROPITEM_TXT_011809	Ein cooles Board mit Haimotiv
IDS_PROPITEM_TXT_011810	Smile Board
IDS_PROPITEM_TXT_011811	Ein witziges Board mit Smiley-Motiv
IDS_PROPITEM_TXT_011812	Fortune Pouch
IDS_PROPITEM_TXT_011813	
IDS_PROPITEM_TXT_011814	Grünschnabel Lvl 1 Coupon
IDS_PROPITEM_TXT_011815	Du kannst diesen Coupon gegen ein Level 15 Rüstungsteil eintauschen.
IDS_PROPITEM_TXT_011816	Grünschnabel Lvl 2 Coupon
IDS_PROPITEM_TXT_011817	Du kannst diesen Coupon gegen ein Level 45 Rüstungsteil eintauschen.
IDS_PROPITEM_TXT_011818	Grünschnabel Lvl 3 Coupon
IDS_PROPITEM_TXT_011819	Du kannst diesen Coupon gegen ein Level 90 Rüstungsteil eintauschen
IDS_PROPITEM_TXT_011820	Sadin Box (M)
IDS_PROPITEM_TXT_011821	Enthält eine Assist Rüstung für Männer Lvl. 15+3.
IDS_PROPITEM_TXT_011822	Sadin Box (F)
IDS_PROPITEM_TXT_011823	Enthält eine Assist Rüstung für Frauen Lvl. 15+3.
IDS_PROPITEM_TXT_011824	Fetal Box (M)
IDS_PROPITEM_TXT_011825	Enthält eine Mercenary Rüstung für Männer Lvl. 15+3.
IDS_PROPITEM_TXT_011826	Fetal Box (F)
IDS_PROPITEM_TXT_011827	Enthält eine Mercenary Rüstung für Frauen Lvl. 15+3.
IDS_PROPITEM_TXT_011828	Seer Box (M)
IDS_PROPITEM_TXT_011829	Enthält eine Magician Rüstung für Männer Lvl. 15+3.
IDS_PROPITEM_TXT_011830	Seer Box (F)
IDS_PROPITEM_TXT_011831	Enthält eine Magician Rüstung für Frauen Lvl. 15+3.
IDS_PROPITEM_TXT_011832	Slepin Box (M)
IDS_PROPITEM_TXT_011833	Enthält eine Acrobat Rüstung für Männer Lvl. 15+3.
IDS_PROPITEM_TXT_011834	Slepin Box (F)
IDS_PROPITEM_TXT_011835	Enthält eine Acrobat Rüstung für Frauen Lvl. 15+3.
IDS_PROPITEM_TXT_011836	Wedge Box (M)
IDS_PROPITEM_TXT_011837	Enthält eine Assist Rüstung für Männer Lvl. 45+3.
IDS_PROPITEM_TXT_011838	Wedge Box (F)
IDS_PROPITEM_TXT_011839	Enthält eine Assist Rüstung für Frauen Lvl. 45+3.
IDS_PROPITEM_TXT_011840	Pangrill Box (M)
IDS_PROPITEM_TXT_011841	Enthält eine Mercenary Rüstung für Männer Lvl. 45+3.
IDS_PROPITEM_TXT_011842	Pangrill Box (F)
IDS_PROPITEM_TXT_011843	Enthält eine Mercenary Rüstung für Frauen Lvl. 45+3.
IDS_PROPITEM_TXT_011844	Teba Box (M)
IDS_PROPITEM_TXT_011845	Enthält eine Magician Rüstung für Männer Lvl. 45+3.
IDS_PROPITEM_TXT_011846	Teba Box (F)
IDS_PROPITEM_TXT_011847	Enthält eine Magician Rüstung für Männer Lvl. 45+3.
IDS_PROPITEM_TXT_011848	Cruiser Box (M)
IDS_PROPITEM_TXT_011849	Enthält eine Acrobat Rüstung für Männer Lvl. 45+3.
IDS_PROPITEM_TXT_011850	Cruiser Box (F)
IDS_PROPITEM_TXT_011851	Enthält eine Acrobat Rüstung für Frauen Lvl. 45+3.
IDS_PROPITEM_TXT_011852	Akent Box (M)
IDS_PROPITEM_TXT_011853	Enthält eine Billposter Rüstung für Männer Lvl. 90+5.
IDS_PROPITEM_TXT_011854	Akent Box (F)
IDS_PROPITEM_TXT_011855	Enthält eine Billposter Rüstung für Frauen Lvl. 90+5.
IDS_PROPITEM_TXT_011856	Choupone Box (M)
IDS_PROPITEM_TXT_011857	Enthält eine Ringmaster Rüstung für Männer Lvl. 90+5.
IDS_PROPITEM_TXT_011858	Choupone Box (F)
IDS_PROPITEM_TXT_011859	Enthält eine Ringmaster Rüstung für Frauen Lvl. 90+5.
IDS_PROPITEM_TXT_011860	 Dayst Box (M)
IDS_PROPITEM_TXT_011861	Enthält eine Blade Rüstung für Männer Lvl. 90+5.
IDS_PROPITEM_TXT_011862	 Dayst Box (F)
IDS_PROPITEM_TXT_011863	Enthält eine Blade Rüstung für Frauen Lvl. 90+5.
IDS_PROPITEM_TXT_011864	Wees Box (M)
IDS_PROPITEM_TXT_011865	Enthält eine Knight Rüstung für Männer Lvl. 90+5.
IDS_PROPITEM_TXT_011866	Wees Box (F)
IDS_PROPITEM_TXT_011867	Enthält eine Knight Rüstung für Frauen Lvl. 90+5.
IDS_PROPITEM_TXT_011868	Elder Box (M)
IDS_PROPITEM_TXT_011869	Enthält eine Elementor Rüstung für Männer Lvl. 90+5.
IDS_PROPITEM_TXT_011870	Elder Box (F)
IDS_PROPITEM_TXT_011871	Enthält eine Elementor Rüstung für Frauen Lvl. 90+5.
IDS_PROPITEM_TXT_011872	Geniun Box (M)
IDS_PROPITEM_TXT_011873	Enthält eine Psykeeper Rüstung für Männer Lvl. 90+5.
IDS_PROPITEM_TXT_011874	Geniun Box (F)
IDS_PROPITEM_TXT_011875	Enthält eine Psykeeper Rüstung für Frauen Lvl. 90+5.
IDS_PROPITEM_TXT_011876	Ristra Box (M)
IDS_PROPITEM_TXT_011877	Enthält eine Jester Rüstung für Männer Lvl. 90+5.
IDS_PROPITEM_TXT_011878	Ristra Box (F)
IDS_PROPITEM_TXT_011879	Enthält eine Jester Rüstung für Frauen Lvl. 90+5.
IDS_PROPITEM_TXT_011880	Asren Box (M)
IDS_PROPITEM_TXT_011881	Enthält eine Ranger Rüstung für Männer Lvl. 90+5.
IDS_PROPITEM_TXT_011882	Asren Box (F)
IDS_PROPITEM_TXT_011883	Enthält eine Ranger Rüstung für Frauen Lvl. 90+5.
IDS_PROPITEM_TXT_011884	Lost Lucky Pouch
IDS_PROPITEM_TXT_011885	Glücksbeutel, den der Priester Bubbles verloren hat.
IDS_PROPITEM_TXT_011886	New Year Hat (M)
IDS_PROPITEM_TXT_011887	Der traditionelle koreanische Neujahrshut für Männer.
IDS_PROPITEM_TXT_011888	New Year Tuxedo (M)
IDS_PROPITEM_TXT_011889	Der traditionelle koreanische Neujahrsanzug für Männer.
IDS_PROPITEM_TXT_011890	New Year Gloves (M)
IDS_PROPITEM_TXT_011891	Die traditionellen koreanischen Neujahrshandschuhe für Männer.
IDS_PROPITEM_TXT_011892	New Year Shoes (M)
IDS_PROPITEM_TXT_011893	Die traditionellen koreanischen Neujahrsschuhe für Männer.
IDS_PROPITEM_TXT_011894	New Year Set (M)
IDS_PROPITEM_TXT_011895	Enthält das traditionelle koreanische Neujahrsset für Männer.
IDS_PROPITEM_TXT_011896	New Year Hat (F)
IDS_PROPITEM_TXT_011897	Der traditionelle koreanische Neujahrshut für Frauen.
IDS_PROPITEM_TXT_011898	New Year Dress (F)
IDS_PROPITEM_TXT_011899	Die traditionelle koreanische Neujahrsbekleidung für Frauen.
IDS_PROPITEM_TXT_011900	New Year Gloves (F)
IDS_PROPITEM_TXT_011901	Die traditionellen koreanischen Neujahrshandschuhe für Frauen.
IDS_PROPITEM_TXT_011902	New Year Shoes (F)
IDS_PROPITEM_TXT_011903	Die traditionellen koreanischen Neujahrsschuhe für Frauen.
IDS_PROPITEM_TXT_011904	New Year Set (F)
IDS_PROPITEM_TXT_011905	Enthält das traditionelle koreanische Neujahrsset für Frauen.
IDS_PROPITEM_TXT_011906	Baby Fennek
IDS_PROPITEM_TXT_011907	Putziger Wüstenfuchs, der dir überall hin folgt und deine Items einsammelt.
IDS_PROPITEM_TXT_011908	Baby Dobermann
IDS_PROPITEM_TXT_011909	Knuffiger Zwergdobermann, der dir überall hin folgt und deine Items einsammelt.
IDS_PROPITEM_TXT_011910	Azria Spirit
IDS_PROPITEM_TXT_011911	Junger Schneegeist, die dir überall hin folgt und deine Items einsammelt.
IDS_PROPITEM_TXT_011912	Dr. Koatson
IDS_PROPITEM_TXT_011913	Intelligenter Koala, der dir überall hin folgt und deine Items einsammelt.
IDS_PROPITEM_TXT_011914	Budokan Hat (M)
IDS_PROPITEM_TXT_011915	Stilvolle Perücke für ihn.
IDS_PROPITEM_TXT_011916	Budokan Suit (M)
IDS_PROPITEM_TXT_011917	Edles Kampfkostüm im asiatischen Stil.
IDS_PROPITEM_TXT_011918	Budokan Gloves (M)
IDS_PROPITEM_TXT_011919	Edle Kampfhandschuhe für ihn.
IDS_PROPITEM_TXT_011920	Budokan Shoes (M)
IDS_PROPITEM_TXT_011921	Edle Kampfschuhe für ihn.
IDS_PROPITEM_TXT_011922	Budokan Set (M)
IDS_PROPITEM_TXT_011923	Edles Kampfset im asiatischen Stil.
IDS_PROPITEM_TXT_011924	Lotus Hat (F)
IDS_PROPITEM_TXT_011925	Edle Abendfrisur im asiatischen Stil.
IDS_PROPITEM_TXT_011926	Lotus Dress (F)
IDS_PROPITEM_TXT_011927	Elegantes Cocktailkleid im asiatischen Stil.
IDS_PROPITEM_TXT_011928	Lotus Gloves (F)
IDS_PROPITEM_TXT_011929	Elegante Handschuhe im asiatischen Stil.
IDS_PROPITEM_TXT_011930	Lotus Shoes (F)
IDS_PROPITEM_TXT_011931	Elegante Pumps im asiatischen Stil.
IDS_PROPITEM_TXT_011932	Lotus Set (F)
IDS_PROPITEM_TXT_011933	Edles Abendset im asiatischen Stil.
IDS_PROPITEM_TXT_011934	Lucky Angel Wing Box
IDS_PROPITEM_TXT_011935	Was ist da wohl drin?
IDS_PROPITEM_TXT_011936	Lucky Prophet Wing Box
IDS_PROPITEM_TXT_011937	Was ist da wohl drin?
IDS_PROPITEM_TXT_011938	Three-leaf clover
IDS_PROPITEM_TXT_011939	Bringe 20 hiervon zu Paddy in Saint Morning!
IDS_PROPITEM_TXT_011940	Four-leaf clover
IDS_PROPITEM_TXT_011941	Bringe dies zu Paddy in Saint Morning!
IDS_PROPITEM_TXT_011942	Green Root Beer
IDS_PROPITEM_TXT_011943	Ein grün gefärbtes, erfrischendes Malzbier. Erhöht deine Geschwindigkeit um 5% und deine HP um +100 für 10 Minuten.
IDS_PROPITEM_TXT_011944	St. Patrick's Box
IDS_PROPITEM_TXT_011945	Eine Überraschung zum St. Patrickstag
IDS_PROPITEM_TXT_011946	Three-leaf-clover cloak
IDS_PROPITEM_TXT_011947	Dieser Cloak erhöht deine Geschwindigkeit um 15%, Kritische Trefferrate um 5% und reduziert deine Cast Zeit um 5%.
IDS_PROPITEM_TXT_011948	Love candle
IDS_PROPITEM_TXT_011949	Amor zündet eine Kerze an, wenn Paar zusammenkommt. Achtung, nur Amor kann damit umgehen, wenn eine Kerze erlöscht, kommt es zum Streit zwischen dem Paar.
IDS_PROPITEM_TXT_011950	Amor's reward
IDS_PROPITEM_TXT_011951	Ein kleines Dankeschön von Amor
IDS_PROPITEM_TXT_011952	Cheeky Cat
IDS_PROPITEM_TXT_011953	Freche Grinsekatze, die dir überall hin folgt und Gegenstände für dich aufsammelt, wenn sie dazu Lust hat.
IDS_PROPITEM_TXT_011954	Speedy Rabbit
IDS_PROPITEM_TXT_011955	Weißes Kaninchen, das dir überall hin folgt und Gegenstände für dich aufsammelt, wenn es Zeit dazu hat.
IDS_PROPITEM_TXT_011956	White Tiger
IDS_PROPITEM_TXT_011957	Weißer Tiger, der von Riegfried und Soy so gut erzogen wurde, das er deine Gegenstände für dich einsammelt.
IDS_PROPITEM_TXT_011958	Trickster Hat (M)
IDS_PROPITEM_TXT_011959	Großer Hut, bietet ein gutes Versteck für extra Asse.
IDS_PROPITEM_TXT_011960	Trickster Suit (M)
IDS_PROPITEM_TXT_011961	Pfiffiger Anzug mit vielen, tiefen Taschen.
IDS_PROPITEM_TXT_011962	Trickster Gloves (M)
IDS_PROPITEM_TXT_011963	Mit diesen Handschuhen fällt das Karten mischen leicht.
IDS_PROPITEM_TXT_011964	Trickster Shoes (M)
IDS_PROPITEM_TXT_011965	Mit diesen Schuhen, fällt das Davonlaufen noch leichter.
IDS_PROPITEM_TXT_011966	Trickster Set (M)
IDS_PROPITEM_TXT_011967	Mit diesem Set, hat man noch ein Ass im Ärmel!
IDS_PROPITEM_TXT_011968	Little Doll (F)
IDS_PROPITEM_TXT_011969	Adrette Perücke für junge Damen.
IDS_PROPITEM_TXT_011970	Little Doll Dress (F)
IDS_PROPITEM_TXT_011971	Adrettes Kleidchen für junge Damen, zum nachmittäglichen Teetrinken hervorragend geeignet.
IDS_PROPITEM_TXT_011972	Little Doll Gloves (F)
IDS_PROPITEM_TXT_011973	Elegante Manschetten, passend zum adretten Kleidchen.
IDS_PROPITEM_TXT_011974	Little Doll Shoes (F)
IDS_PROPITEM_TXT_011975	Adrette Schuhe, zum bummeln geeignet.
IDS_PROPITEM_TXT_011976	Little Doll Set (F)
IDS_PROPITEM_TXT_011977	Adrette Kleidung für junge Damen.
IDS_PROPITEM_TXT_011978	??? ??
IDS_PROPITEM_TXT_011979	
IDS_PROPITEM_TXT_011980	?????
IDS_PROPITEM_TXT_011981	
IDS_PROPITEM_TXT_011982	Leprechun Hat (M)
IDS_PROPITEM_TXT_011983	Leprechun Hut für Männer.
IDS_PROPITEM_TXT_011984	Leprechun Suit (M)
IDS_PROPITEM_TXT_011985	Leprechun Anzug für Männer.
IDS_PROPITEM_TXT_011986	Leprechun Gloves (M)
IDS_PROPITEM_TXT_011987	Leprechun Handschuhe für Männer.
IDS_PROPITEM_TXT_011988	Leprechun Shoes (M)
